stamp_sec,stamp_nanosec,x,y,yaw
31,309000000,-0.5037403512666611,-1.4999692323378562,3.944688168114467e-05
31,343000000,-0.49830040879096554,-1.4999690189391153,3.947023659109522e-05
31,377000000,-0.49286037154435547,-1.4999687896261278,3.9481806166253806e-05
31,411000000,-0.4874202719613143,-1.4999685733231862,3.950476098557108e-05
31,445000000,-0.48198023606209506,-1.4999683622291073,3.953543088851749e-05
31,479000000,-0.4765402473312695,-1.4999681601394532,3.9568811754289165e-05
31,513000000,-0.4711002836194241,-1.499967973213434,3.961292151051111e-05
31,547000000,-0.465660311089232,-1.4999678383420798,3.969237814130307e-05
31,581000000,-0.46022033076894153,-1.4999677366492634,3.979519103654982e-05
31,615000000,-0.4547803424370592,-1.499967572655092,3.9859140819252566e-05
31,649000000,-0.44934034621211,-1.4999673567204268,3.988976623748523e-05
31,683000000,-0.4439003411899859,-1.4999670975595434,3.9894415760891814e-05
31,717000000,-0.4384603525406384,-1.4999668798468386,3.9919173899649673e-05
31,751000000,-0.4330203828969849,-1.49996669323711,3.997524629722021e-05
31,785000000,-0.4275802842072862,-1.4999665108679612,4.001883573125623e-05
31,819000000,-0.4221402056087575,-1.499966306534402,4.0060592267821496e-05
31,853000000,-0.4167001881851259,-1.499966107577943,4.009040493395982e-05
31,887000000,-0.4112602126546558,-1.4999659305162292,4.014365328310775e-05
31,921000000,-0.4058202828068853,-1.4999657559200943,4.018844128564088e-05
31,955000000,-0.4003803471132735,-1.4999655492796735,4.021813164834211e-05
31,989000000,-0.3949403987014899,-1.4999653308680447,4.023982542029869e-05
32,23000000,-0.3895004054475659,-1.4999651224105943,4.027277442394923e-05
32,57000000,-0.38406028608137843,-1.4999649234576684,4.030326006748509e-05
32,91000000,-0.3786202028644873,-1.4999647999108217,4.03876899509534e-05
32,125000000,-0.37318018594258473,-1.4999647042702802,4.049276665001875e-05
32,159000000,-0.36774021555077163,-1.4999645940268094,4.058777421126938e-05
32,193000000,-0.3623002564806602,-1.499964458377448,4.0668973595385035e-05
32,227000000,-0.35686030221929227,-1.499964193251512,4.067759374111344e-05
32,261000000,-0.3514203472186968,-1.4999638542837597,4.06274221807819e-05
32,295000000,-0.3459803546531742,-1.4999635423278046,4.060429677326708e-05
32,329000000,-0.340540330954912,-1.4999632707111077,4.060181740859987e-05
32,363000000,-0.3351003173671726,-1.499963150369786,4.0693587183537034e-05
32,397000000,-0.32966032073440343,-1.4999630644167887,4.081034765529168e-05
32,431000000,-0.3242203428605174,-1.499962985729874,4.0931148199312466e-05
32,465000000,-0.3187803445697497,-1.4999628050258564,4.0986572762829736e-05
32,499000000,-0.31334035218449113,-1.4999625527267577,4.0988140933744805e-05
32,533000000,-0.3079003440693096,-1.4999622637893613,4.0970341859606476e-05
32,567000000,-0.30246035663708465,-1.4999620072095223,4.09644331666723e-05
32,601000000,-0.2970203609639532,-1.499961815327292,4.100587878661086e-05
32,635000000,-0.2915803202436131,-1.499961663900562,4.107085624653827e-05
32,669000000,-0.28614027842450285,-1.499961489406608,4.113024944078285e-05
32,703000000,-0.2807002710064274,-1.499961271577571,4.1157137574756274e-05
32,737000000,-0.2752601374236777,-1.499961065233907,4.119076509112065e-05
32,771000000,-0.26982017666842834,-1.499960861611172,4.123174013215339e-05
32,805000000,-0.2643802589669183,-1.49996066319316,4.127328357030997e-05
